"userid";"uIndex";"adid";"aIndex";"Rating"
852952;3964;5426231;455;4
1014849;4729;5426231;455;4
97963;454;5426251;456;1.5
518148;2417;5426251;456;4.5
1611682;7437;5426251;456;4.5
5969;30;5430325;457;1
134220;615;5430325;457;5
247302;1153;5430325;457;4
740341;3454;5430325;457;5
444083;2086;5432026;458;4
996142;4641;5432026;458;4
1619372;7481;5432026;458;4
17294;75;5439140;459;4
45095;210;5439140;459;5
67638;296;5439140;459;4
109564;505;5439140;459;1.5
120286;557;5439140;459;4
120834;559;5439140;459;4.5
147604;682;5439140;459;4
187052;851;5439140;459;3.5
232287;1084;5439140;459;4
250162;1163;5439140;459;5
285852;1339;5439140;459;2.5
304538;1429;5439140;459;4
308604;1450;5439140;459;5
332250;1582;5439140;459;1.5
339998;1609;5439140;459;4
341530;1616;5439140;459;4.5
344610;1635;5439140;459;4
361830;1720;5439140;459;4
393454;1864;5439140;459;0
407582;1919;5439140;459;5
434242;2038;5439140;459;4.5
465473;2181;5439140;459;4.5
475977;2232;5439140;459;5
506273;2367;5439140;459;5
580102;2714;5439140;459;1.5
610105;2876;5439140;459;5
625926;2953;5439140;459;5
695222;3252;5439140;459;4
697476;3271;5439140;459;4
742479;3465;5439140;459;3
747374;3491;5439140;459;4
772940;3610;5439140;459;4.5
790281;3681;5439140;459;4.5
813533;3784;5439140;459;2
872735;4057;5439140;459;2.5
877116;4077;5439140;459;4
954644;4440;5439140;459;4
967960;4500;5439140;459;4
1059793;4922;5439140;459;2
1063563;4940;5439140;459;5
1092405;5095;5439140;459;4
1114452;5194;5439140;459;1
1126571;5252;5439140;459;3.5
1127879;5260;5439140;459;4
1134577;5289;5439140;459;4
1145464;5338;5439140;459;4
1187846;5533;5439140;459;4
1219800;5670;5439140;459;4
1221068;5678;5439140;459;3.5
1295211;5999;5439140;459;4
1305264;6038;5439140;459;4
1370846;6339;5439140;459;4
1372145;6342;5439140;459;4
1447645;6667;5439140;459;1
1452698;6697;5439140;459;4
1481340;6827;5439140;459;5
1485113;6844;5439140;459;4
1518340;6990;5439140;459;4
1533789;7062;5439140;459;4
1651632;7638;5439140;459;4
1668628;7709;5439140;459;4
1672191;7732;5439140;459;3
1688622;7803;5439140;459;4
1690798;7813;5439140;459;3
1706269;7878;5439140;459;1
1721232;7957;5439140;459;4
1731175;8007;5439140;459;0.5
1780464;8234;5439140;459;4.5
1841114;8512;5439140;459;4.5
1891661;8743;5439140;459;5
1974336;9123;5439140;459;3
1983989;9179;5439140;459;5
1991854;9218;5439140;459;4
1565124;7220;5441741;460;0
441651;2073;5442537;461;4
1166819;5438;5442537;461;4
1568262;7232;5442537;461;4
112630;520;5442539;462;1
301447;1412;5442539;462;1
877993;4086;5442539;462;4
981709;4580;5442539;462;4
1027736;4775;5442539;462;4
1472839;6791;5442539;462;4
1483247;6833;5442539;462;2
42979;202;5442570;463;3.5
60213;283;5442570;463;4.5
256843;1188;5442570;463;4
278393;1306;5442570;463;2.5
290465;1357;5442570;463;4
385708;1830;5442570;463;5
408858;1924;5442570;463;4
446095;2095;5442570;463;4
458543;2145;5442570;463;4
471389;2207;5442570;463;4
480043;2254;5442570;463;2.5
486110;2277;5442570;463;3.5
545998;2559;5442570;463;3.5
587640;2759;5442570;463;4
609196;2870;5442570;463;0
676857;3170;5442570;463;4.5
825777;3837;5442570;463;4
841939;3908;5442570;463;1.5
854244;3968;5442570;463;4.5
910938;4239;5442570;463;4
923977;4295;5442570;463;4
1035271;4805;5442570;463;4
1163659;5426;5442570;463;4
1282071;5946;5442570;463;2.5
1285289;5957;5442570;463;4
1386620;6402;5442570;463;4
1608103;7422;5442570;463;2.5
1609587;7427;5442570;463;4.5
1679369;7760;5442570;463;4
1735134;8025;5442570;463;4
1761417;8156;5442570;463;4
1778734;8229;5442570;463;4
1792002;8291;5442570;463;4
1870676;8652;5442570;463;4
1873733;8666;5442570;463;4
1880198;8693;5442570;463;4
1910263;8823;5442570;463;4.5
1912366;8829;5442570;463;3.5
1954151;9041;5442570;463;4
1236351;5743;5444589;464;4
73857;333;5448518;465;2
117443;544;5448518;465;4
129910;597;5448518;465;5
183365;833;5448518;465;4
207263;947;5448518;465;4
290614;1358;5448518;465;4
291556;1365;5448518;465;4
358278;1702;5448518;465;4
385983;1831;5448518;465;4
477125;2237;5448518;465;5
502934;2347;5448518;465;3
542542;2541;5448518;465;4.5
559220;2629;5448518;465;2
611446;2881;5448518;465;4
688901;3230;5448518;465;4
710395;3321;5448518;465;3.5
722787;3389;5448518;465;4
747007;3488;5448518;465;4
749334;3503;5448518;465;4
838476;3893;5448518;465;5
974756;4542;5448518;465;5
1064523;4945;5448518;465;1
1106788;5152;5448518;465;5
1194421;5564;5448518;465;4.5
1295635;6001;5448518;465;1.5
1297664;6006;5448518;465;4
1330103;6159;5448518;465;4
1339559;6194;5448518;465;4
1367778;6326;5448518;465;4.5
1607958;7419;5448518;465;4
1661752;7677;5448518;465;3
1681260;7769;5448518;465;2.5
1796105;8308;5448518;465;3
1880530;8698;5448518;465;5
1917452;8856;5448518;465;4
1923269;8887;5448518;465;4.5
1980308;9156;5448518;465;3.5
3900;18;5448519;466;1
117443;544;5448519;466;4
183365;833;5448519;466;2
185808;844;5448519;466;3.5
748900;3501;5448519;466;4
752513;3515;5448519;466;3
1001786;4668;5448519;466;4
1129088;5266;5448519;466;4
1144947;5336;5448519;466;4.5
1274176;5915;5448519;466;4
1295635;6001;5448519;466;3
1367778;6326;5448519;466;4.5
1621571;7492;5448519;466;5
1638415;7578;5448519;466;4
1681260;7769;5448519;466;3.5
1796105;8308;5448519;466;1
1833249;8477;5448519;466;4
178027;807;5448871;467;4.5
348541;1650;5448871;467;4.5
739835;3452;5448871;467;4
833633;3872;5448871;467;4
842181;3912;5448871;467;2
882344;4100;5448871;467;4.5
1067143;4959;5448871;467;4
1263250;5852;5448871;467;3
1277668;5929;5448871;467;3.5
1279617;5937;5448871;467;4
1440354;6630;5450549;468;0
1600671;7399;5451104;469;5
105540;489;5453699;470;0
28399;123;5455079;471;3.5
42229;195;5455079;471;3
77695;364;5455079;471;2.5
95544;442;5455079;471;4
278779;1308;5455079;471;5
405936;1913;5455079;471;3
566646;2655;5455079;471;1
859069;3992;5455079;471;4
984612;4594;5455079;471;4
1019971;4748;5455079;471;2.5
1137867;5307;5455079;471;4
1203732;5604;5455079;471;3.5
1293633;5988;5455079;471;4.5
1326539;6141;5455079;471;4
1506767;6945;5455079;471;4
1548546;7143;5455079;471;4
1602452;7406;5455079;471;4.5
1683385;7780;5455079;471;4
1716578;7934;5455079;471;3
1807530;8353;5455079;471;1
1823036;8426;5455079;471;4
1853669;8574;5455079;471;4
18793;78;5459553;472;3
183646;835;5459553;472;4
218849;1017;5459553;472;3.5
250316;1164;5459553;472;2.5
256129;1185;5459553;472;4
268321;1252;5459553;472;5
315335;1485;5459553;472;4
321994;1521;5459553;472;4
376874;1797;5459553;472;4
387244;1838;5459553;472;4
432730;2033;5459553;472;5
485038;2273;5459553;472;2.5
497023;2319;5459553;472;5
501959;2339;5459553;472;5
542429;2540;5459553;472;4.5
566714;2656;5459553;472;5
572349;2680;5459553;472;1
652233;3076;5459553;472;3
698939;3276;5459553;472;1.5
712005;3330;5459553;472;4
736437;3441;5459553;472;4
744062;3476;5459553;472;5
780337;3645;5459553;472;4
824085;3830;5459553;472;4
844157;3919;5459553;472;2
857229;3980;5459553;472;4
896464;4169;5459553;472;3.5
904972;4206;5459553;472;3.5
906524;4221;5459553;472;4
907698;4225;5459553;472;4
943327;4393;5459553;472;1.5
958797;4463;5459553;472;5
982376;4586;5459553;472;3.5
1054301;4886;5459553;472;3.5
1128605;5262;5459553;472;4
1135932;5300;5459553;472;2
1170690;5461;5459553;472;3.5
1186001;5522;5459553;472;4
1190432;5549;5459553;472;4
1197461;5577;5459553;472;1
1225216;5699;5459553;472;5
1255955;5823;5459553;472;4
1274274;5917;5459553;472;4
1282988;5952;5459553;472;2
1294035;5989;5459553;472;4
1307057;6046;5459553;472;4
1311568;6071;5459553;472;4
1337834;6189;5459553;472;4
1434233;6601;5459553;472;3.5
1445352;6652;5459553;472;4
1451495;6687;5459553;472;4
1456842;6722;5459553;472;3
1513871;6969;5459553;472;3.5
1517615;6984;5459553;472;2.5
1532228;7054;5459553;472;4
1533265;7059;5459553;472;4
1596737;7375;5459553;472;5
1605182;7411;5459553;472;5
1609986;7431;5459553;472;4
1616935;7463;5459553;472;1.5
1661779;7678;5459553;472;1.5
1711319;7905;5459553;472;4
1719211;7947;5459553;472;4
1732272;8014;5459553;472;4
1765529;8175;5459553;472;4
1778539;8227;5459553;472;4
1782926;8248;5459553;472;4
1808348;8356;5459553;472;3
1831012;8463;5459553;472;4
1871457;8655;5459553;472;2.5
1903420;8793;5459553;472;5
1916383;8850;5459553;472;4
1930860;8927;5459553;472;4
1930989;8928;5459553;472;4
1974348;9124;5459553;472;4.5
1208410;5619;5467269;473;4
203686;926;5471621;474;0
913355;4248;5476537;475;4
1728943;7997;5476537;475;1.5
91267;421;5476639;476;4
669105;3144;5476639;476;4
704937;3301;5476639;476;4
859508;3994;5476639;476;4
877378;4081;5476639;476;4
1418917;6532;5478478;477;4
42692;197;5479890;478;3.5
44073;206;5479890;478;4
54217;249;5479890;478;4
133088;610;5479890;478;2.5
206957;945;5479890;478;3.5
325784;1549;5479890;478;5
326410;1551;5479890;478;1.5
344023;1630;5479890;478;2.5
368565;1761;5479890;478;4
479687;2252;5479890;478;4
498825;2327;5479890;478;4
684533;3201;5479890;478;5
700775;3282;5479890;478;4
780371;3646;5479890;478;4
799220;3718;5479890;478;4.5
831389;3861;5479890;478;3
859920;3996;5479890;478;4
940557;4381;5479890;478;4
957951;4453;5479890;478;3
968803;4507;5479890;478;2.5
1026170;4772;5479890;478;4
1050067;4871;5479890;478;1.5
1223240;5687;5479890;478;4
1327104;6143;5479890;478;3
1424835;6564;5479890;478;3
1465634;6759;5479890;478;2.5
1569024;7240;5479890;478;1.5
1586257;7308;5479890;478;4
1678678;7757;5479890;478;2.5
1764072;8168;5479890;478;4
1208410;5619;5482189;479;4
155253;707;5486332;480;3
1057295;4904;5489036;481;4
1301656;6020;5489036;481;4
1647404;7615;5489036;481;2.5
76129;353;5491582;482;3
23089;98;5493222;483;4
832651;3868;5493222;483;1.5
1178344;5486;5493222;483;2.5
1713360;7915;5493222;483;1.5
487213;2281;5493314;484;5
325784;1549;5500882;485;5
434540;2043;5502724;486;2
323625;1532;5502756;487;4.5
779972;3638;5502756;487;4
1448412;6671;5502756;487;4
1694325;7830;5502756;487;4.5
1873245;8665;5502756;487;4
1879570;8690;5502756;487;0
303353;1423;5506044;488;4
883675;4112;5506044;488;4
1399857;6455;5506044;488;4
1498804;6901;5506044;488;3.5
49470;231;5506292;489;4
394108;1869;5506292;489;3.5
443400;2081;5506292;489;1.5
1448412;6671;5506292;489;4
1468541;6776;5506292;489;1
1640678;7586;5506292;489;4
1981600;9164;5506292;489;1
69870;311;5507165;490;4
262323;1219;5507165;490;3
277461;1296;5507165;490;4
453832;2123;5507165;490;4
564635;2646;5507165;490;3.5
852952;3964;5507165;490;4
925048;4300;5507165;490;3.5
1185495;5520;5507165;490;4
1286606;5961;5507165;490;4
1540549;7104;5507165;490;5
1711232;7903;5507165;490;4
461917;2165;5507935;491;3
468537;2192;5507935;491;4
1425196;6567;5507935;491;4
1665958;7696;5507935;491;4
23022;97;5508619;492;4
249126;1162;5508619;492;3.5
348893;1652;5508619;492;1
1034701;4803;5508619;492;4
1323115;6127;5508619;492;4
1797531;8316;5508619;492;3
1843765;8529;5508619;492;4
1208410;5619;5510058;493;4
583235;2730;5513429;494;4
868999;4035;5513429;494;4
1793943;8303;5513429;494;3
993;4;5517194;495;4
2021;7;5517194;495;5
45386;213;5517194;495;4
86969;408;5517194;495;4
120834;559;5517194;495;4.5
121692;561;5517194;495;4
122949;567;5517194;495;4
125609;585;5517194;495;4
165787;742;5517194;495;4
220212;1022;5517194;495;1.5
234075;1093;5517194;495;3.5
243518;1136;5517194;495;4
246751;1148;5517194;495;3.5
248895;1158;5517194;495;4
250162;1163;5517194;495;5
252069;1169;5517194;495;4
302447;1417;5517194;495;4
314646;1480;5517194;495;4
321198;1517;5517194;495;3.5
355468;1687;5517194;495;5
434242;2038;5517194;495;4.5
478109;2244;5517194;495;4
478775;2245;5517194;495;2.5
489524;2288;5517194;495;0
544599;2551;5517194;495;4
587616;2757;5517194;495;4
611282;2879;5517194;495;4
633492;2993;5517194;495;1
665614;3129;5517194;495;1
701524;3284;5517194;495;4
702253;3290;5517194;495;4
753697;3519;5517194;495;4
772940;3610;5517194;495;4.5
801833;3737;5517194;495;4
803250;3744;5517194;495;4
814374;3786;5517194;495;4
826504;3842;5517194;495;3
842026;3911;5517194;495;2
843430;3917;5517194;495;4
865257;4019;5517194;495;4
866963;4025;5517194;495;4
879002;4089;5517194;495;4
921610;4285;5517194;495;4
931179;4331;5517194;495;4
960006;4469;5517194;495;4
970518;4517;5517194;495;4
972501;4527;5517194;495;4
982747;4588;5517194;495;4
996027;4638;5517194;495;4
1009786;4708;5517194;495;4
1010356;4711;5517194;495;4
1065856;4951;5517194;495;5
1114452;5194;5517194;495;1
1120598;5226;5517194;495;5
1126571;5252;5517194;495;4
1150402;5366;5517194;495;1.5
1178097;5484;5517194;495;4
1184174;5513;5517194;495;4
1187919;5535;5517194;495;4
1215165;5649;5517194;495;5
1218844;5667;5517194;495;4
1238785;5758;5517194;495;4
1241192;5769;5517194;495;1.5
1263777;5856;5517194;495;3
1303599;6031;5517194;495;4
1322376;6122;5517194;495;1
1361697;6304;5517194;495;4.5
1372278;6343;5517194;495;4.5
1392515;6418;5517194;495;4
1427016;6576;5517194;495;4
1437591;6617;5517194;495;4
1455813;6716;5517194;495;4
1480220;6821;5517194;495;4
1488643;6863;5517194;495;3
1496467;6886;5517194;495;4
1498436;6898;5517194;495;4
1503900;6926;5517194;495;4
1533789;7062;5517194;495;3
1651891;7640;5517194;495;5
1653324;7644;5517194;495;2.5
1730849;8006;5517194;495;4
1791015;8286;5517194;495;4
1794010;8304;5517194;495;2.5
1807883;8354;5517194;495;5
1831292;8466;5517194;495;4
1857956;8588;5517194;495;4
1905949;8802;5517194;495;5
1916974;8853;5517194;495;3
1919516;8868;5517194;495;3.5
1950291;9021;5517194;495;0
1989076;9209;5517194;495;4
164165;735;5523262;496;5
265935;1238;5523262;496;4
368380;1758;5523262;496;4
441452;2071;5523262;496;3
548958;2579;5523262;496;4
672083;3149;5523262;496;3.5
687291;3218;5523262;496;2.5
707160;3308;5523262;496;2
1274165;5914;5523262;496;4
1319265;6104;5523262;496;4
1349784;6244;5523262;496;4
1370382;6336;5523262;496;4
1738722;8044;5523262;496;4
1756366;8132;5523262;496;3.5
1816559;8394;5523262;496;4
1846657;8545;5523262;496;4.5
1897269;8763;5523262;496;1
1204703;5608;5526819;497;2.5
1289383;5974;5530335;498;4
1269337;5882;5537075;499;4
1613484;7450;5537075;499;4
1731444;8009;5537075;499;4.5
221410;1027;5542218;500;0
389072;1847;5544028;501;4
561659;2636;5544028;501;4
874012;4062;5544028;501;4.5
1089088;5083;5544028;501;4
1597193;7380;5544028;501;0
1755659;8126;5544028;501;3.5
1863323;8610;5544028;501;4
1947167;9004;5544028;501;4.5
1963551;9079;5544028;501;3.5
155999;711;5544517;502;4
410617;1933;5544517;502;2
490105;2290;5544517;502;4
626654;2958;5544517;502;4
759339;3544;5544517;502;4
780337;3645;5544517;502;2
797466;3711;5544517;502;4
1118108;5215;5544517;502;2.5
1146497;5349;5544517;502;5
1165993;5434;5544517;502;4.5
1347417;6232;5544517;502;4.5
1478855;6811;5544517;502;4
1513871;6969;5544517;502;2.5
1772624;8202;5544517;502;2.5
1778539;8227;5544517;502;4
1842003;8516;5544517;502;4
1860957;8601;5544517;502;4
1915789;8847;5544517;502;4
1921971;8881;5544517;502;3
18793;78;5545615;503;3.5
155999;711;5545615;503;4
268321;1252;5545615;503;5
321994;1521;5545615;503;4
471735;2209;5545615;503;4.5
496278;2317;5545615;503;4
497023;2319;5545615;503;5
607942;2865;5545615;503;4
626654;2958;5545615;503;4
638367;3009;5545615;503;3.5
730781;3410;5545615;503;4
759339;3544;5545615;503;4
780337;3645;5545615;503;3
797466;3711;5545615;503;4
906288;4219;5545615;503;4.5
971361;4522;5545615;503;1.5
1118108;5215;5545615;503;3
1165993;5434;5545615;503;4.5
1199185;5582;5545615;503;3.5
1216803;5655;5545615;503;4
1224987;5696;5545615;503;0.5
1235046;5739;5545615;503;4
1300406;6013;5545615;503;4
1347417;6232;5545615;503;4.5
1424581;6561;5545615;503;3.5
1434233;6601;5545615;503;3
1454792;6709;5545615;503;4.5
1513871;6969;5545615;503;4
1591430;7337;5545615;503;4
1596949;7376;5545615;503;3.5
1650031;7630;5545615;503;4
1725785;7984;5545615;503;1
1746967;8080;5545615;503;4
1819066;8410;5545615;503;4
1842003;8516;5545615;503;4
1860957;8601;5545615;503;4
1915789;8847;5545615;503;4
1921971;8881;5545615;503;3
1943413;8986;5545615;503;4
1990614;9211;5545615;503;4
32580;144;5551813;504;4
564457;2645;5551813;504;4
968915;4508;5551813;504;4
1485908;6847;5551813;504;0
1636969;7567;5551813;504;4
1895563;8755;5551813;504;4
2394;13;5552791;505;1
14192;63;5552791;505;4
71073;318;5552791;505;5
105288;488;5552791;505;0
510692;2387;5552791;505;4
515066;2402;5552791;505;0
529716;2480;5552791;505;4
566714;2656;5552791;505;5
609689;2873;5552791;505;4
633259;2992;5552791;505;4
730792;3411;5552791;505;4
844588;3921;5552791;505;4
857229;3980;5552791;505;1.5
898752;4178;5552791;505;4
902818;4195;5552791;505;4
907698;4225;5552791;505;4
969365;4512;5552791;505;1.5
1012279;4722;5552791;505;4
1017945;4740;5552791;505;4
1045423;4857;5552791;505;4
1054303;4887;5552791;505;3
1082429;5047;5552791;505;4
1180543;5499;5552791;505;3.5
1191138;5553;5552791;505;1.5
1238147;5753;5552791;505;5
1282367;5947;5552791;505;2
1427578;6577;5552791;505;4
1447325;6666;5552791;505;0
1524190;7008;5552791;505;4
1539580;7099;5552791;505;4
1541074;7106;5552791;505;4
1559914;7195;5552791;505;4
1562114;7208;5552791;505;4
1595536;7366;5552791;505;5
1599191;7391;5552791;505;4
1643759;7597;5552791;505;4
1661779;7678;5552791;505;2.5
1669359;7715;5552791;505;4
1718969;7943;5552791;505;4.5
1727220;7991;5552791;505;4.5
1742846;8061;5552791;505;4
1768798;8184;5552791;505;2
1778539;8227;5552791;505;4
1795769;8307;5552791;505;4
1835264;8484;5552791;505;4
1835422;8486;5552791;505;4
1913496;8837;5552791;505;3
1930860;8927;5552791;505;4
1939889;8969;5552791;505;4
1947545;9008;5552791;505;4.5
1962785;9072;5552791;505;2
1978661;9145;5552791;505;3.5
1979666;9150;5552791;505;2
1992850;9225;5552791;505;4
1300210;6011;5554604;506;0
932993;4340;5555961;507;5
1975703;9133;5555961;507;5
531925;2495;5560910;508;4
680736;3187;5560910;508;3
894267;4163;5560910;508;3
1249836;5804;5560910;508;4
703772;3295;5561017;509;4
745493;3482;5561017;509;4
932993;4340;5561017;509;5
1876864;8681;5561017;509;4
1974524;9126;5561017;509;4
85563;398;5561951;510;0
491561;2297;5561951;510;4
1077247;5021;5561951;510;2
1348265;6239;5561951;510;4
1621760;7493;5561951;510;4
49350;230;5563456;511;4
66161;293;5563456;511;4
109960;507;5563456;511;4
114931;531;5563456;511;4
202328;916;5563456;511;4
210416;967;5563456;511;4
211066;970;5563456;511;4
211826;971;5563456;511;5
212290;979;5563456;511;4
252163;1171;5563456;511;2.5
266653;1243;5563456;511;4
277656;1298;5563456;511;4
307248;1444;5563456;511;2.5
308176;1448;5563456;511;4
324347;1539;5563456;511;2.5
360928;1716;5563456;511;4
371707;1780;5563456;511;4
445852;2093;5563456;511;2
446300;2096;5563456;511;4
527912;2470;5563456;511;4
548247;2576;5563456;511;4
623627;2942;5563456;511;4.5
661430;3108;5563456;511;4
723618;3391;5563456;511;5
726297;3398;5563456;511;4
731774;3420;5563456;511;4
743273;3471;5563456;511;4.5
755489;3523;5563456;511;4
777231;3629;5563456;511;4
784118;3662;5563456;511;4
793855;3694;5563456;511;4
800088;3727;5563456;511;4
800480;3728;5563456;511;4
816923;3796;5563456;511;4
833452;3871;5563456;511;4
863501;4010;5563456;511;4
868578;4033;5563456;511;0.5
891485;4151;5563456;511;4
937499;4357;5563456;511;4
952436;4430;5563456;511;4
970366;4516;5563456;511;4
979463;4570;5563456;511;1.5
990762;4615;5563456;511;4
994243;4635;5563456;511;4
1002153;4673;5563456;511;4
1017252;4736;5563456;511;4.5
1058994;4915;5563456;511;4
1071716;4979;5563456;511;4
1093293;5099;5563456;511;2.5
1097291;5115;5563456;511;4
1147394;5354;5563456;511;1
1148878;5361;5563456;511;2
1184346;5515;5563456;511;4
1198587;5579;5563456;511;4
1263444;5854;5563456;511;2
1266336;5867;5563456;511;5
1272518;5902;5563456;511;4
1300817;6016;5563456;511;4.5
1301782;6023;5563456;511;4.5
1310014;6064;5563456;511;2.5
1323369;6129;5563456;511;3.5
1347739;6234;5563456;511;3.5
1363629;6312;5563456;511;4.5
1368806;6330;5563456;511;4
1405184;6477;5563456;511;2.5
1407809;6486;5563456;511;4
1518215;6988;5563456;511;4
1519370;6995;5563456;511;4
1526208;7018;5563456;511;4.5
1550640;7153;5563456;511;5
1551472;7155;5563456;511;4
1559549;7193;5563456;511;3.5
1581431;7285;5563456;511;4
1585117;7302;5563456;511;3
1598545;7387;5563456;511;1
1615466;7459;5563456;511;2
1637843;7570;5563456;511;3
1645458;7601;5563456;511;3.5
1674435;7745;5563456;511;4
1715515;7931;5563456;511;4
1726383;7987;5563456;511;4
1734522;8022;5563456;511;4
1740726;8050;5563456;511;4
1746319;8077;5563456;511;4
1748291;8087;5563456;511;4
1762180;8159;5563456;511;4
1776447;8215;5563456;511;2.5
1828078;8448;5563456;511;4
1875895;8673;5563456;511;4
1946231;8999;5563456;511;4
1986298;9191;5563456;511;1.5
75245;342;5563794;512;1
115076;532;5563794;512;2
1761557;8157;5563794;512;4
1864840;8617;5563794;512;4
1920437;8872;5563794;512;3
56845;264;5566423;513;4
60055;281;5566423;513;4
79971;377;5566423;513;4
101346;471;5566423;513;4
138362;643;5566423;513;2
160286;719;5566423;513;2.5
196837;896;5566423;513;4
297421;1394;5566423;513;4
312528;1472;5566423;513;3
329621;1568;5566423;513;4
344036;1631;5566423;513;2.5
365486;1733;5566423;513;3.5
376785;1796;5566423;513;4
395220;1876;5566423;513;4
493949;2308;5566423;513;4
503079;2349;5566423;513;2.5
533143;2501;5566423;513;5
563015;2640;5566423;513;4
573778;2690;5566423;513;4
641529;3030;5566423;513;4
646816;3056;5566423;513;4
675120;3159;5566423;513;3.5
679915;3183;5566423;513;4
733215;3426;5566423;513;4
755053;3521;5566423;513;3
855662;3974;5566423;513;4.5
873977;4061;5566423;513;4
924735;4299;5566423;513;3
942239;4387;5566423;513;4
946350;4411;5566423;513;4
993423;4628;5566423;513;4
1043932;4850;5566423;513;2
1062580;4935;5566423;513;4
1080395;5039;5566423;513;4
1084759;5059;5566423;513;1
1153739;5387;5566423;513;4
1275470;5923;5566423;513;3.5
1328546;6153;5566423;513;4
1336629;6182;5566423;513;4.5
1336941;6183;5566423;513;4
1337033;6185;5566423;513;4
1346525;6224;5566423;513;3.5
1385383;6396;5566423;513;4
1424049;6558;5566423;513;4
1435169;6605;5566423;513;2
1484427;6841;5566423;513;4
1500842;6912;5566423;513;4
1517513;6983;5566423;513;4
1546698;7126;5566423;513;4
1584873;7301;5566423;513;2.5
1588327;7318;5566423;513;4
1698123;7845;5566423;513;1.5
1735147;8026;5566423;513;4
1756759;8134;5566423;513;3.5
1777866;8224;5566423;513;4
1814427;8380;5566423;513;4
1836321;8489;5566423;513;4
1867287;8632;5566423;513;4
1901173;8782;5566423;513;4
1157095;5400;5566654;514;0
81458;382;5567131;515;5
135384;622;5567131;515;5
143370;668;5567131;515;2
178146;808;5567131;515;3.5
238292;1108;5567131;515;2.5
293973;1380;5567131;515;4
308598;1449;5567131;515;4
318611;1506;5567131;515;4
361978;1721;5567131;515;4.5
547050;2564;5567131;515;2.5
550993;2587;5567131;515;5
579371;2711;5567131;515;4
591691;2782;5567131;515;4
676736;3168;5567131;515;1
968725;4505;5567131;515;4
1041572;4836;5567131;515;4
1156691;5399;5567131;515;4
1211060;5633;5567131;515;4.5
1247628;5797;5567131;515;4
1323142;6128;5567131;515;3.5
1341989;6203;5567131;515;1.5
1438358;6619;5567131;515;3.5
1445420;6654;5567131;515;4
1453667;6702;5567131;515;2.5
1535329;7074;5567131;515;0.5
1557975;7187;5567131;515;4
1582498;7290;5567131;515;4
1635374;7554;5567131;515;4
1682056;7775;5567131;515;4
1900168;8779;5567131;515;4
1918639;8865;5567131;515;4
1928160;8912;5567131;515;4.5
1929596;8921;5567131;515;4
1934550;8941;5567131;515;4
1950115;9020;5567131;515;1
1997013;9244;5567131;515;5
557773;2618;5568119;516;5
876036;4072;5568119;516;4
952704;4434;5568119;516;5
1736272;8034;5568119;516;4
1911908;8828;5568119;516;1.5
353499;1677;5569163;517;4
393334;1862;5569163;517;4
621353;2932;5569163;517;4.5
782389;3654;5569163;517;4
1003402;4680;5569163;517;4
1286716;5962;5569163;517;1
1469783;6780;5569163;517;4
1508073;6951;5569163;517;4
1791377;8289;5569163;517;4
1809857;8361;5569163;517;2.5
1861832;8605;5569163;517;4
106961;494;5570941;518;3
225911;1044;5570941;518;4
399436;1888;5570941;518;4
1227159;5711;5570941;518;2
1718834;7942;5570941;518;5
1865642;8624;5570941;518;4
1960682;9063;5575053;519;4
55817;261;5578163;520;5
261405;1210;5578163;520;4.5
270026;1262;5578163;520;4
343693;1628;5578163;520;0
355868;1691;5578163;520;4
406600;1915;5578163;520;4
454059;2126;5578163;520;4
734596;3434;5578163;520;2
766312;3578;5578163;520;4
823243;3825;5578163;520;4
992107;4624;5578163;520;4
1017813;4739;5578163;520;3.5
1035687;4806;5578163;520;1.5
1036432;4810;5578163;520;3.5
1136384;5301;5578163;520;3.5
1146320;5343;5578163;520;4
1160981;5415;5578163;520;4
1199683;5587;5578163;520;3
1280961;5942;5578163;520;4
1294187;5991;5578163;520;4
1339761;6196;5578163;520;3
1377016;6369;5578163;520;5
1443354;6641;5578163;520;4
1449392;6680;5578163;520;4
1519846;6997;5578163;520;3.5
1544616;7116;5578163;520;3.5
1562949;7212;5578163;520;4
1777205;8219;5578163;520;1
1857530;8585;5578163;520;5
1865337;8622;5578163;520;2
1965114;9082;5578163;520;2
1983870;9177;5578163;520;4
617003;2907;5580994;521;2
1448523;6672;5580994;521;4
155651;710;5583134;522;4
956335;4450;5583134;522;4
999484;4657;5583134;522;4
1295014;5995;5583134;522;4
73984;335;5587891;523;1.5
144914;670;5587891;523;1
155057;706;5587891;523;4
228084;1059;5587891;523;4
585281;2741;5587891;523;4
712190;3331;5587891;523;4
805071;3753;5587891;523;4
829425;3855;5587891;523;3
862542;4007;5587891;523;5
889991;4144;5587891;523;1.5
1085051;5061;5587891;523;4
1212940;5644;5587891;523;4
1255290;5817;5587891;523;3.5
1449555;6682;5587891;523;4
1593324;7351;5587891;523;4
1598115;7385;5587891;523;4
1622878;7501;5587891;523;3.5
1633750;7548;5587891;523;4
1716596;7935;5587891;523;4
1814340;8379;5587891;523;2.5
95443;440;5604056;524;0
737786;3445;5604056;524;4
1778254;8226;5604056;524;4
485028;2272;5604764;525;4
1113946;5191;5604764;525;1.5
1834145;8481;5604764;525;4
1383459;6392;5613056;526;0
1493800;6879;5615255;527;5
1747398;8083;5615255;527;4
69143;304;5620769;528;4
665275;3125;5620769;528;4
183322;832;5621230;529;5
